asparagine degradation	Aspartate aminotransferase	2.6.1.1	AAT1	PMID:10640599|SGD_REF:S000061758|SGD_REF:S000070200
asparagine degradation	Aspartate aminotransferase	2.6.1.1	AAT2	PMID:10640599|SGD_REF:S000061758|SGD_REF:S000070200
aspartate biosynthesis	Aspartate aminotransferase	2.6.1.1	AAT1	PMID:11082192|SGD_REF:S000059345|SGD_REF:S000070200
aspartate biosynthesis	Aspartate aminotransferase	2.6.1.1	AAT2	PMID:11082192|SGD_REF:S000059345|SGD_REF:S000070200
aspartate biosynthesis	Pyruvate carboxylase	6.4.1.1	PYC1	PMID:11082192|SGD_REF:S000059345|SGD_REF:S000070200
aspartate biosynthesis	Pyruvate carboxylase	6.4.1.1	PYC2	PMID:11082192|SGD_REF:S000059345|SGD_REF:S000070200
biotin biosynthesis	8-amino-7-oxononanoate synthase	2.3.1.47		PMID:12658511|SGD_REF:S000079647
biotin biosynthesis	Adenosylmethionine--8-amino-7-oxononanoate aminotransferase	2.6.1.62	BIO3	PMID:12658511|SGD_REF:S000079647
biotin biosynthesis	Biotin synthase	2.8.1.6	BIO2	PMID:12658511|SGD_REF:S000079647
biotin biosynthesis	Dethiobiotin synthase	6.3.3.3	BIO4	PMID:12658511|SGD_REF:S000079647
carbon monoxide dehydrogenase pathway		2.1.1.-	SPB1	
carbon monoxide dehydrogenase pathway	Acetate kinase	2.7.2.1		
carbon monoxide dehydrogenase pathway	Carbon-monoxide dehydrogenase	1.2.99.2		
carbon monoxide dehydrogenase pathway	Formate dehydrogenase (NADP+)	1.2.1.43		
carbon monoxide dehydrogenase pathway	Formate--tetrahydrofolate ligase	6.3.4.3	ADE3	
carbon monoxide dehydrogenase pathway	Formate--tetrahydrofolate ligase	6.3.4.3	MIS1	
carbon monoxide dehydrogenase pathway	Methenyltetrahydrofolate cyclohydrolase	3.5.4.9	ADE3	
carbon monoxide dehydrogenase pathway	Methenyltetrahydrofolate cyclohydrolase	3.5.4.9	MIS1	
carbon monoxide dehydrogenase pathway	Methylenetetrahydrofolate dehydrogenase (NADP+)	1.5.1.5	ADE3	
carbon monoxide dehydrogenase pathway	Methylenetetrahydrofolate dehydrogenase (NADP+)	1.5.1.5	MIS1	
carbon monoxide dehydrogenase pathway	Phosphate acetyltransferase	2.3.1.8		
chorismate biosynthesis	2-dehydro-3-deoxyphosphoheptonate aldolase	4.1.2.15	ARO3	
chorismate biosynthesis	2-dehydro-3-deoxyphosphoheptonate aldolase	4.1.2.15	ARO4	
chorismate biosynthesis	3-dehydroquinate dehydratase	4.2.1.10	ARO1	
chorismate biosynthesis	3-dehydroquinate synthase	4.6.1.3	ARO1	
chorismate biosynthesis	3-phosphoshikimate 1-carboxyvinyltransferase	2.5.1.19	ARO1	
chorismate biosynthesis	Chorismate synthase	4.6.1.4	ARO2	
chorismate biosynthesis	Shikimate 5-dehydrogenase	1.1.1.25	ARO1	
chorismate biosynthesis	shikimate-kinase	2.7.1.71	ARO1	
citrulline biosynthesis		6.3.5.5	CPA1	PMID:8626695|SGD_REF:S000045338|SGD_REF:S000070200
citrulline biosynthesis		6.3.5.5	CPA2	PMID:8626695|SGD_REF:S000045338|SGD_REF:S000070200
citrulline biosynthesis	Ornithine carbamoyltransferase	2.1.3.3	ARG3	PMID:8626695|SGD_REF:S000045338|SGD_REF:S000070200
citrulline degradation	Carbamate kinase	2.7.2.2		
citrulline degradation	Ornithine carbamoyltransferase	2.1.3.3	ARG3	
colanic acid building blocks biosynthesis		1.-.-.-		
colanic acid building blocks biosynthesis		5.-.-.-		
colanic acid building blocks biosynthesis	Galactokinase	2.7.1.6	GAL1	
colanic acid building blocks biosynthesis	GDP-mannose 4,6-dehydratase	4.2.1.47		
colanic acid building blocks biosynthesis	Mannose-1-phosphate guanylyltransferase (GDP)	2.7.7.22		
colanic acid building blocks biosynthesis	Mannose-6-phosphate isomerase	5.3.1.8	PMI40	
colanic acid building blocks biosynthesis	Phosphomannomutase	5.4.2.8	SEC53	
colanic acid building blocks biosynthesis	UDP-glucose 4-epimerase	5.1.3.2	GAL10	
colanic acid building blocks biosynthesis	UDP-glucose 6-dehydrogenase	1.1.1.22		
colanic acid building blocks biosynthesis	UDP-glucose--hexose-1-phosphate uridylyltransferase	2.7.7.12	GAL7	
colanic acid building blocks biosynthesis	UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	UGP1	
colanic acid building blocks biosynthesis	UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	YHL012W	
Core lipid-linked oligosaccharide biosynthesis	Chitobiosyldiphosphodolichol alpha-mannosyltransferase	2.4.1.-	ALG1	PMID:9878760|SGD_REF:S000058396
Core lipid-linked oligosaccharide biosynthesis	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase	2.4.1.141		PMID:9878760|SGD_REF:S000058396
Core lipid-linked oligosaccharide biosynthesis	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	2.7.8.15	ALG7	PMID:9878760|SGD_REF:S000058396
cysteine biosynthesis from homoserine		4.2.99.-	MET17	PMID:15042590|SGD_REF:S000075748
cysteine biosynthesis from homoserine	Cystathionine beta-synthase	4.2.1.22	CYS4	PMID:15042590|SGD_REF:S000075748
cysteine biosynthesis from homoserine	Cystathionine gamma-lyase	4.4.1.1	CYS3	PMID:15042590|SGD_REF:S000075748
cysteine biosynthesis from homoserine	Homoserine O-acetyltransferase	2.3.1.31	MET2	PMID:15042590|SGD_REF:S000075748
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR1	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR1	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR2	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR2	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR3	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR3	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR4	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR4	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides		2.7.4.6	YNK1	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides		2.7.4.6	YNK1	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Adenylate kinase	2.7.4.3	ADK1	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Adenylate kinase	2.7.4.3	ADK2	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Adenylosuccinate lyase	4.3.2.2	ADE13	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Adenylosuccinate lyase	4.3.2.2	ADE13	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Adenylosuccinate synthase	6.3.4.4	ADE12	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Amidophosphoribosyltransferase	2.4.2.14	ADE4	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	GMP synthase	6.3.4.1		PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	GMP synthase (glutamine-hydrolysing)	6.3.5.2	GUA1	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Guanylate kinase	2.7.4.8	GUK1	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	IMP cyclohydrolase	3.5.4.10	ADE16	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	IMP cyclohydrolase	3.5.4.10	ADE17	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	IMP dehydrogenase	1.1.1.205	IMD2	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	IMP dehydrogenase	1.1.1.205	IMD3	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	IMP dehydrogenase	1.1.1.205	IMD4	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Nucleoside-diphosphate kinase	2.7.4.6	YNK1	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Phosphoribosylamine--glycine ligase	6.3.4.13	ADE5,7	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Phosphoribosylaminoimidazole carboxylase	4.1.1.21	ADE2	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Phosphoribosylaminoimidazolecarboxamide formyltransferase	2.1.2.3	ADE16	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Phosphoribosylaminoimidazolecarboxamide formyltransferase	2.1.2.3	ADE17	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Phosphoribosylaminoimidazole-succinocarboxamide synthase	6.3.2.6	ADE1	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Phosphoribosylformylglycinamidine cyclo-ligase	6.3.3.1	ADE5,7	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Phosphoribosylformylglycinamidine synthase	6.3.5.3	ADE6	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of purine nucleotides	Phosphoribosylglycinamide formyltransferase	2.1.2.2	ADE8	PMID:11689683|SGD_REF:S000068861
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR1	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR1	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR2	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR2	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR3	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR3	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR4	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR4	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		2.7.4.13		PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		2.7.4.13	CDC8	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		2.7.4.6	YNK1	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		2.7.4.6	YNK1	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		2.7.4.6	YNK1	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides	dCTP deaminase	3.5.4.13		PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides	dUTP pyrophosphatase	3.6.1.23	DUT1	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides	Thymidylate kinase	2.7.4.9	CDC8	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides	Thymidylate synthase	2.1.1.45	CDC21	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine ribonucleotides		2.7.4.4	URA6	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Aspartate carbamoyltransferase	2.1.3.2	URA2	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Carbamoyl-phosphate synthase (glutamine-hydrolysing)	6.3.5.5	URA2	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	CTP synthase	6.3.4.2	URA7	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	CTP synthase	6.3.4.2	URA8	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Dihydroorotase	3.5.2.3	URA4	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Dihydroorotate dehydrogenase	1.3.99.11	URA1	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Orotate phosphoribosyltransferase	2.4.2.10	URA10	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Orotate phosphoribosyltransferase	2.4.2.10	URA10	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Orotate phosphoribosyltransferase	2.4.2.10	URA5	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Orotate phosphoribosyltransferase	2.4.2.10	URA5	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Orotidine-5'-phosphate decarboxylase	4.1.1.23	URA3	PMID:9485596|SGD_REF:S000042936
de novo NAD biosynthesis	NAD biosynthesis (Pathway)			
de novo NAD biosynthesis	Nicotinate-nucleotide adenylyltransferase	2.7.7.18	NMA1	PMID:12062417|SGD_REF:S000069977
de novo NAD biosynthesis	Nicotinate-nucleotide adenylyltransferase	2.7.7.18	NMA2	PMID:12062417|SGD_REF:S000069977
de novo NAD biosynthesis	Nicotinate-nucleotide pyrophosphorylase (carboxylating)	2.4.2.19	BNA6	PMID:12062417|SGD_REF:S000069977
de novo NAD biosynthesis	tryptophan degradation via kynurenine (Pathway)			
deoxyribose phosphate metabolism	Cytidine deaminase	3.5.4.5	CDD1	
deoxyribose phosphate metabolism	Cytidine deaminase	3.5.4.5	CDD1	
deoxyribose phosphate metabolism	Deoxyribose-phosphate aldolase	4.1.2.4		
deoxyribose phosphate metabolism	Phosphopentomutase	5.4.2.7		
deoxyribose phosphate metabolism	Phosphopentomutase	5.4.2.7		
deoxyribose phosphate metabolism	Thymidine phosphorylase	2.4.2.4		
deoxyribose phosphate metabolism	Transketolase	2.2.1.1	TKL1	
deoxyribose phosphate metabolism	Transketolase	2.2.1.1	TKL2	
deoxyribose phosphate metabolism	Uridine phosphorylase	2.4.2.3		
dissimilation of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminic acid		2.7.-.-		
dissimilation of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminic acid		5.-.-.-		
dissimilation of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminic acid	Glucosamine--fructose-6-phosphate aminotransferase (isomerizing)	2.6.1.16	GFA1	
dissimilation of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminic acid	N-acetylneuraminate lyase	4.1.3.3		
dissimilation of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminic acid	UDP-N-acetylglucosamine pyrophosphorylase	2.7.7.23	QRI1	
ectoine synthesis		2.3.1.-		
ectoine synthesis	Aspartate kinase	2.7.2.4	HOM3	
ectoine synthesis	Aspartate-semialdehyde dehydrogenase	1.2.1.11	HOM2	
ectoine synthesis	Diaminobutyrate--pyruvate aminotransferase	2.6.1.46		
ergosterol biosynthesis			ERG2	SGD_REF:S000058496|PMID:8561481|SGD_REF:S000079645
ergosterol biosynthesis			ERG25	SGD_REF:S000058496|PMID:8561481|SGD_REF:S000079645
ergosterol biosynthesis			ERG3	SGD_REF:S000058496|PMID:8561481|SGD_REF:S000079645
ergosterol biosynthesis			ERG4	SGD_REF:S000058496|PMID:8561481|SGD_REF:S000079645
ergosterol biosynthesis			ERG5	SGD_REF:S000058496|PMID:8561481|SGD_REF:S000079645
ergosterol biosynthesis		1.14.13.70	ERG11	SGD_REF:S000058496|PMID:8561481|SGD_REF:S000079645
ergosterol biosynthesis		1.3.1.70	ERG24	SGD_REF:S000058496|PMID:8561481|SGD_REF:S000079645
ergosterol biosynthesis		2.1.1.41	ERG6	SGD_REF:S000058496|PMID:8561481|SGD_REF:S000079645
ergosterol biosynthesis	Dimethylallyltransferase	2.5.1.1	ERG20	SGD_REF:S000058496|PMID:8561481|SGD_REF:S000079645
ergosterol biosynthesis	Farnesyl-diphosphate farnesyltransferase	2.-.-.-	ERG9	SGD_REF:S000058496|PMID:8561481|SGD_REF:S000079645
ergosterol biosynthesis	Geranyltranstransferase	2.5.1.10	ERG20	SGD_REF:S000058496|PMID:8561481|SGD_REF:S000079645
ergosterol biosynthesis	Lanosterol synthase	5.4.99.7	ERG7	SGD_REF:S000058496|PMID:8561481|SGD_REF:S000079645
ergosterol biosynthesis	mevalonate pathway (Pathway)			
ergosterol biosynthesis	Squalene monooxygenase	1.14.99.7	ERG1	SGD_REF:S000058496|PMID:8561481|SGD_REF:S000079645
fatty acid biosynthesis, initial steps	3-hydroxypalmitoyl-[acyl-carrier protein] dehydratase	4.2.1.61	FAS1	SGD_REF:S000058496
fatty acid biosynthesis, initial steps	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	FAS2	SGD_REF:S000058496
fatty acid biosynthesis, initial steps	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	OAR1	SGD_REF:S000058496
fatty acid biosynthesis, initial steps	3-oxoacyl-[acyl-carrier protein] synthase	2.3.1.41	CEM1	SGD_REF:S000058496
fatty acid biosynthesis, initial steps	3-oxoacyl-[acyl-carrier protein] synthase	2.3.1.41	FAS2	SGD_REF:S000058496
fatty acid biosynthesis, initial steps	Acetyl-CoA carboxylase	6.4.1.2	ACC1	SGD_REF:S000058496
fatty acid biosynthesis, initial steps	Acetyl-CoA carboxylase	6.4.1.2	HFA1	SGD_REF:S000058496
fatty acid biosynthesis, initial steps	[Acyl-carrier protein] S-acetyltransferase	2.3.1.38	FAS1	SGD_REF:S000058496
fatty acid biosynthesis, initial steps	[Acyl-carrier protein] S-malonyltransferase	2.3.1.39	FAS1	SGD_REF:S000058496
fatty acid biosynthesis, initial steps	[Acyl-carrier protein] S-malonyltransferase	2.3.1.39	MCT1	SGD_REF:S000058496
fatty acid biosynthesis, initial steps	Biotin carboxylase	6.3.4.14	ACC1	SGD_REF:S000058496
fatty acid biosynthesis, initial steps	Enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)	1.3.1.10	FAS1	SGD_REF:S000058496
fatty acid elongation, saturated		3.1.2.22		SGD_REF:S000058496
fatty acid elongation, saturated	3-hydroxypalmitoyl-[acyl-carrier protein] dehydratase	4.2.1.61	FAS1	SGD_REF:S000058496
fatty acid elongation, saturated	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	FAS2	SGD_REF:S000058496
fatty acid elongation, saturated	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	OAR1	SGD_REF:S000058496
fatty acid elongation, saturated	3-oxoacyl-[acyl-carrier protein] synthase	2.3.1.41	CEM1	SGD_REF:S000058496
fatty acid elongation, saturated	3-oxoacyl-[acyl-carrier protein] synthase	2.3.1.41	FAS2	SGD_REF:S000058496
fatty acid elongation, saturated	Enoyl-[acyl-carrier protein] reductase (NADH)	1.3.1.10	FAS1	SGD_REF:S000058496
fatty acid elongation, unsaturated	3-hydroxydecanoyl-[acyl-carrier protein] dehydratase	4.2.1.60		
fatty acid elongation, unsaturated	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	FAS2	
fatty acid elongation, unsaturated	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	FAS2	
fatty acid elongation, unsaturated	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	OAR1	
fatty acid elongation, unsaturated	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	OAR1	
fatty acid elongation, unsaturated	3-oxoacyl-[acyl-carrier protein] synthase	2.3.1.41	CEM1	
fatty acid elongation, unsaturated	3-oxoacyl-[acyl-carrier protein] synthase	2.3.1.41	FAS2	
fatty acid oxidation pathway	3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	FOX2	PMID:1551874|SGD_REF:S000054412
fatty acid oxidation pathway	Acetyl-CoA C-acyltransferase	2.3.1.16	POT1	PMID:1551874|SGD_REF:S000054412
fatty acid oxidation pathway	Acyl-CoA oxidase	1.3.3.6	POX1	PMID:1551874|SGD_REF:S000054412
fatty acid oxidation pathway	Dodecenoyl-CoA delta-isomerase	5.3.3.8	DCI1	PMID:1551874|SGD_REF:S000054412
fatty acid oxidation pathway	Dodecenoyl-CoA delta-isomerase	5.3.3.8	ECI1	PMID:1551874|SGD_REF:S000054412
fatty acid oxidation pathway	Enoyl-CoA hydratase	4.2.1.17	FOX2	PMID:1551874|SGD_REF:S000054412
fatty acid oxidation pathway	Long-chain-fatty-acid--CoA ligase	6.2.1.3	FAA1	PMID:1551874|SGD_REF:S000054412
